Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Added 8% margin for ONDC (product.metafields.custom.added_8_margin_for_ondc),Brand (product.metafields.custom.brand),Colour (product.metafields.custom.colour),Default Delivery Fees (product.metafields.custom.default_delivery_fees),Default Discount (product.metafields.custom.default_discount),Default Tax (product.metafields.custom.default_tax),Dimension (product.metafields.custom.dimension),Expected Delivery In Hours (product.metafields.custom.expected_delivery_in_hours),Features (product.metafields.custom.features),Material (product.metafields.custom.material),Minimum Better Home Price (product.metafields.custom.minimum_better_home_price),Other Website Price (product.metafields.custom.other_website_price),Purchase Price (product.metafields.custom.purchase_price),Returns (product.metafields.custom.returns),Service (product.metafields.custom.service),source (product.metafields.custom.source),Warranty (product.metafields.custom.warranty)
rak-ceramics-karla-full-pedestal-wash-basin,RAK Ceramics Karla Full Pedestal Wash Basin,Better Home,,Wash Basin,,TRUE,Style,Whole Set ( Pedestal & Wash Basin ),,Color,Alpine White,,,,,SAWA0438-24164339,0,,0,deny,manual,3987,5220,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/35570f5b-5235-40ce-b737-0cb3bc1e8035_v1.png?v=1695416704,1,,FALSE,RAK Ceramics Karla Full Pedestal Wash Basin - Better Home," Color: Alpine White
 Overflow hole: yes
 Suites: RAK-KARL",,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 600 x 485 mm
 Weight: 26 Kg
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/rak-karla-wash-basin-wpedestal-60cm/,
rak-ceramics-mistral-full-pedestal-wash-basin,RAK Ceramics Mistral Full Pedestal  Wash basin,Better Home,,Wash Basin,,TRUE,Style,Wash Basin 65cm,,Color,Alpine White,,,,,SAWA0437-24164324,0,,0,deny,manual,5178,6820,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5a03758d-4de0-4765-b0b6-aaca21f906f3_w1.png?v=1695416690,1,,FALSE,RAK Ceramics Mistral Full Pedestal  Wash basin - Better Home," Color: Alpine White
 Overflow hole: yes
 Suites: RAK-MISTRAL",,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 650 x 485 mm
 Weight: 33 Kg
 Shape of basin: Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/mea/en/bathroom-kitchen/category/wash-basins/rak-mistral-wash-basin-wpedestal-65cm/,
rak-ceramics-magnum-full-pedestal-wash-basin,RAK Ceramics Magnum Full Pedestal Wash Basin,Better Home,,Wash Basin,,TRUE,Style,Magnum Full Pedestal Wash Basin,,Color,Alpine White,,,,,SAWA0436-24164317,0,,0,deny,manual,8134,10790,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c428852b-0320-4fb2-aefb-064a78aa7267_dsd.png?v=1695416674,1,RAK Ceramics Magnum Full Pedestal Wash Basin,FALSE,RAK Ceramics Magnum Full Pedestal Wash Basin - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 750 x 470 mm
 Shape of basin: Rounded Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/magnum-full-pedestal-wash-basin-magnum-full-pedestal-wash-basin/,
rak-ceramics-flora-mini-wall-hung-wash-basin,RAK Ceramics Flora Mini Wall Hung Wash Basin,Better Home,,Wash Basin,,TRUE,Style,Flora wall Hung Wash Basin,,Color,Alpine White,,,,,SAWA0435-24164310,0,,0,deny,manual,1315,1660,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/cf642eda-e76a-425c-8746-e5f7baa31d72_n1.png?v=1695416660,1,,FALSE,RAK Ceramics Flora Mini Wall Hung Wash Basin - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,50,,0,,2," Dimensions: 450 x 300 mm
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/flora-wall-hung-wash-basin-flora-wall-hung-wash-basin/,
rak-ceramics-corner-wall-hung-wash-basin,RAK Ceramics Corner Wall Hung Wash Basin,Better Home,,Wash Basin,,TRUE,Style,Corner Wall Hung Wash Basin,,Color,White,,,,,SAWA0434-24164306,0,,0,deny,manual,1286,1710,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/61674c90-eb19-4ccd-aeb2-72b22ea25c0a_saa.png?v=1695416647,1,,FALSE,RAK Ceramics Corner Wall Hung Wash Basin - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,50,,0,,2," Dimensions: 400 x 400 mm
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/corner-wall-hung-wash-basin-corner-wall-hung-wash-basin/,
rak-ceramics-tampa-wall-hung-wash-basin,RAK Ceramics Tampa Wall Hung Wash Basin,Better Home,,Wash Basin,,TRUE,Style,Tampa Wall Hung Wash Basin,,Color,Alpine White,,,,,SAWA0433-24164305,0,,0,deny,manual,1403,1750,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/f9a36a90-16f2-4388-8604-8cb9f736dec9_f1.png?v=1695416633,1,RAK Ceramics Tampa Wall Hung Wash Basin,FALSE,RAK Ceramics Tampa Wall Hung Wash Basin - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 450 x 375 mm
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/tampa-wall-hung-wash-basin-tampa-wall-hung-wash-basin/,
rak-ceramics-primus-wall-hung-wash-basin,RAK Ceramics Primus Wall Hung Wash Basin,Better Home,,Wash Basin,,TRUE,Style,Primus Wall Hung Wash Basin,,Color,Alpine White,,,,,SAWA0432-24164304,0,,0,deny,manual,10525,14000,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1b0e66f7-03fb-473d-bcdc-79eab05530c8_dsa.png?v=1695416620,1,RAK Ceramics Primus Wall Hung Wash Basin,FALSE,RAK Ceramics Primus Wall Hung Wash Basin - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 465 x 400 mm
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/primus-wall-hung-wash-basin-primus-wall-hung-wash-basin/,
rak-ceramics-cleo-wash-basin-under-counter,RAK Ceramics Cleo Wash Basin Under Counter,Better Home,,Wash Basin,,TRUE,Style,Cleo Wash Basin Under Counter,,Color,Alpine White,,,,,SAWA0431-24164303,0,,0,deny,manual,2885,3740,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c0fc5c7e-027a-4621-999f-260d9037692d_as1.png?v=1695416605,1,RAK Ceramics Cleo Wash Basin Under Counter,FALSE,RAK Ceramics Cleo Wash Basin Under Counter - Better Home," Color: Alpine White
 Overflow hole: yes",,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 515 x 365 mm
 Weight: 10 Kg
 Shape of basin: Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/ksa/en/bathroom-kitchen/category/wash-basins/rak-cleo-wash-basin-51cm/,
rak-ceramics-lava-drop-in-wash-basin-61cm,RAK Ceramics Lava Drop In Wash Basin 61cm,Better Home,,Wash Basin,,TRUE,Style,Lava Drop In Wash Basin 61cm,,Color,Alpine White,,,,,SAWA0430-24164296,0,,0,deny,manual,6430,8500,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9d72249d-d38b-494b-b9b7-49e80a91ea37_ds1.png?v=1695416591,1,RAK Ceramics Lava Drop In Wash Basin 61cm,FALSE,RAK Ceramics Lava Drop In Wash Basin 61cm - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 610 x 465 mm
 Shape of basin: Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/lava-drop-in-wash-basin-61cm-lava-drop-in-wash-basin-61cm/,
rak-ceramics-lava-drop-in-wash-basin-81cm,RAK Ceramics Lava Drop In Wash Basin 81cm,Better Home,,Wash Basin,,TRUE,Style,Lava Drop In Wash Basin 81cm,,Color,Alpine White,,,,,SAWA0429-24164289,0,,0,deny,manual,8641,11470,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/3a14a249-0327-40d6-9e65-d1b0edbb4eec_ds1.png?v=1695416578,1,RAK Ceramics Lava Drop In Wash Basin 81cm,FALSE,RAK Ceramics Lava Drop In Wash Basin 81cm - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 810 x 465 mm
 Shape of basin: Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/lava-drop-in-wash-basin-81cm-lava-drop-in-wash-basin-81cm/,
rak-ceramics-rosa-wash-basin-under-counter,RAK Ceramics Rosa Wash Basin Under Counter,Better Home,,Wash Basin,,TRUE,Style,Rosa Wash Basin Under Counter,,Color,Alpine White,,,,,SAWA0428-24164288,0,,0,deny,manual,1865,2370,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/84a4c30c-e539-440c-9d48-126424ce45e8_d1.png?v=1695416561,1,RAK Ceramics Rosa Wash Basin Under Counter,FALSE,RAK Ceramics Rosa Wash Basin Under Counter - Better Home," Color: Alpine White
 Overflow hole: yes",,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 570 x 420 mm
 Weight: 8 Kg
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/rak-rosa-wash-basin-57cm/,
rak-ceramics-lava-drop-in-wash-basin-71cm,RAK Ceramics Lava Drop In Wash Basin 71cm,Better Home,,Wash Basin,,TRUE,Style,lAVA Drop In Wash Basin 71cm,,Color,Alpine White,,,,,SAWA0427-24150523,0,,0,deny,manual,7486,9920,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7afad888-b514-4e51-829c-cc1b62e97288_czx.png?v=1695416546,1,RAK Ceramics Lava Drop In Wash Basin 71cm,FALSE,RAK Ceramics Lava Drop In Wash Basin 71cm - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: 710 x 465 mm
 Shape of basin: Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/lava-drop-in-wash-basin-71cm-lava-drop-in-wash-basin-71cm/,
rak-ceramics-orchid-oval-drop-in-wash-basin-56cm,RAK Ceramics Orchid Oval Drop In Wash Basin 56cm,Better Home,,Wash Basin,,TRUE,Style,Orchid Drop In Wash Basin,,Color,Alpine White,,,,,SAWA0426-24150520,0,,0,deny,manual,1940,2470,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5882392c-d89b-427b-8362-00c0c4ed5c53_xcz.png?v=1695416533,1,RAK Ceramics Orchid Oval Drop In Wash Basin 56cm,FALSE,RAK Ceramics Orchid Oval Drop In Wash Basin 56cm - Better Home, Color: Alpine White,,,2886,,,,,,,,,,RAK Ceramics,,100,,0,,2," Dimensions: None
 Shape of basin: Oval",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.rakceramics.com/india/en-in/bathroom-kitchen/category/wash-basins/orchid-drop-in-wash-basin-56cm-orchid-drop-in-wash-basin-56cm/,
