Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Added 8% margin for ONDC (product.metafields.custom.added_8_margin_for_ondc),Brand (product.metafields.custom.brand),Colour (product.metafields.custom.colour),Default Delivery Fees (product.metafields.custom.default_delivery_fees),Default Discount (product.metafields.custom.default_discount),Default Tax (product.metafields.custom.default_tax),Dimension (product.metafields.custom.dimension),Expected Delivery In Hours (product.metafields.custom.expected_delivery_in_hours),Features (product.metafields.custom.features),Material (product.metafields.custom.material),Minimum Better Home Price (product.metafields.custom.minimum_better_home_price),Other Website Price (product.metafields.custom.other_website_price),Purchase Price (product.metafields.custom.purchase_price),Returns (product.metafields.custom.returns),Service (product.metafields.custom.service),source (product.metafields.custom.source),Warranty (product.metafields.custom.warranty)
daikin-ac-1-5-ton-inverter-5-star-split-ac-ftkm50uv16-and-rkm50uv16-copper-condenser,Daikin AC - 1.5 Ton - Inverter - 5 Star - Split AC - FTKM50UV16 and RKM50UV16 - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Home Appliances,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111110,0,,0,deny,manual,47806,67200,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin-1.5-Ton-5Star-Inverter-SplitAC-_FTKM50UV16_RKM50UV16_CopperCondenser_-FrontView.png?v=1734004549,1,Daikin-1.5-Ton-5Star-Inverter-SplitAC-_FTKM50UV16_RKM50UV16_CopperCondenser_-FrontView,FALSE,,,,,,,,,,,,,,,Daikin,,,,,,," Model Name: FTKM50U
 Indoor Unit Model Name: FTKM50UV16
 Outdoor Unit Model Name: RKM50UV16
 Type: Split
 Technology : Invert
 Capacity in Tons: 1.5 Ton
 Star Rating: 5 Star BEE Rating
 Capacity kW: 5.3
 Colour: White
 Rated Annual Power Consumption: 785.67 kWh
 Refrigerant: R-32
 ODU Dimension (HxWxD): 595x845x300mm
 IDU Dimension (HxWxD): 298x885x229 mm
 Airflow Rate - Cooling: 16.8 m³/min (cmm)
 Operations Sound H/MH/M/ML/L/SL - Cooling: 48/46/43/41/38/32 db.
 Airflow Rate - Cooling: 593 Feet³/min (cfm)
 ODU Net Weight (Gross Weight): 32.5 (39.5)Kg
 IDU Net Weight (Gross Weight): 11 (14)Kg
 Compressor Type: Swing Compressor
 Breaker Size (MCB): 20A
 Piping Length-Max.Length: 20m
 Piping Length-Max. Height: 16m
 Operating Ambient Temperature Range- Cooling (Min~Max): 20~54° C DB


",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.mydaikinstore.com/en/splitac/5-Star-Premium-Series/1.5-Ton-5-Star-Inverter-Split-AC-Copper-FTKM50U/FTKM50UV16U,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
daikin-ac-1-0-ton-inverter-5-star-split-ac-ftkm35uv16-and-rkm35uv16-copper-condenser,Daikin AC - 1.0 Ton - Inverter - 5 Star - Split AC - FTKM35UV16 and RKM35UV16 - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Air Conditioner,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111109,0,,0,deny,manual,40917,55500,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin-1.0-Ton-5Star-Inverter-SplitAC-_FTKM35UV16_RKM35UV16_CopperCondenser_-FrontView.png?v=1733976709,1,Daikin-1.0-Ton-5Star-Inverter-SplitAC-_FTKM35UV16_RKM35UV16_CopperCondenser_-FrontView,FALSE,,,,,,,,,,,,,,,Daikin,,,,,Indoor Unit Dimension in mm W x H x D - 298x800x229 And Outdoor Unit Dimension in mm W x H x D - 550x675x284 ,," Model: FTKM35U
 Indoor Unit Model Name: FTKM35UV16W
 Outdoor Unit Model Name: RKM35UV16W 
 Technology: Inverter
 Star Rating: 5 Star
 Capacity: 1 Ton ‎
 Rated Annual Power Consumption: 523.54 kWh
 Capacity kW: 3.52
 Panel Colour: ‎White
 Refrigerant: R-32
 ODU Dimension (HxWxD): 550x675x284 mm
 IDU Dimension (HxWxD): 298x885x229 mm
 Airflow Rate - Cooling: 11.9 m³/min (cmm)
 Operations Sound H/MH/M/ML/L/SL - Cooling: 42/40/37/34/30/27 db.
 Airflow Rate - Cooling: 420 Feet³/min (cfm)
 ODU Net Weight (Gross Weight): 24 (30)Kg
 IDU Net Weight (Gross Weight): 9.5 (11.5)Kg
 Compressor Type: Swing Compressor
 Breaker Size (MCB): 20A
 Piping Length-Max.Length: 20m
 Piping Length-Max. Height: 15m
 Operating Ambient Temperature Range- Cooling (Min~Max): 20~54° C DB


",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.mydaikinstore.com/en/splitac/5-Star-Premium-Series/1.0-Ton-5-Star-Inverter-Split-AC-Copper-FTKM35U/FTKM35UV16W,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
daikin-ac-1-5-ton-inverter-5-star-split-ac-ftkf50uv16t-and-rkf50uv16t-copper-condenser,Daikin AC 1.5 Ton - Inverter - 5 Star - Split AC - FTKF50UV16T and RKF50UV16T - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Air Conditioner,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111108,0,,0,deny,manual,64229,81200,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin-1.5-Ton-5-Star-_Inverter-Split_AC-_FTKF50UV16T_RKF50UV16T_Copper_Condenser_-_Full_View.png?v=1734059665,1,Daikin-1.5-Ton-5-Star-_Inverter-Split_AC-_FTKF50UV16T_RKF50UV16T_Copper_Condenser_-_Full_View,FALSE,,,,,,,,,,,,,,,Daikin,,,,,,,"  Model: FTKF50U
 Indoor Unit Model Name: FTKF50UV16T
 Outdoor Unit Model Name: RKF50UV16T
 Technology: Inverter
 Star Rating: 5 Star
 Capacity: ‎1.5 Ton
 Rated Annual Power Consumption: 667.36 kWh
 Capacity kW: 5
 Panel Colour: White
 Refrigerant: R-32
 ODU Dimension (HxWxD): 695x930x350mm
 IDU Dimension (HxWxD): 310x1100x239 mm
 Airflow Rate - Cooling: 18 m³/min (cmm)
 Operations Sound H/MH/M/ML/L/SL - Cooling: 49/46/44/41/39/32 db.
 Airflow Rate - Cooling: 635 Feet³/min (cfm)
 ODU Net Weight (Gross Weight): 48.5(56.5)Kg
 IDU Net Weight (Gross Weight): 12.5(16.6)Kg
 Compressor Type: Swing Compressor
 Breaker Size (MCB): 20A
 Piping Length-Max.Length: 30m
 Piping Length-Max. Height: 20m
 Operating Ambient Temperature Range- Cooling (Min~Max): 20~56° C DB


",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.mydaikinstore.com/en/splitac/Highest-ISEER-series/1.5-Ton-5-Star-Inverter-Split-AC-Copper-FTKF50U/FTKF50UV16T,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
daikin-ac-1-0-ton-inverter-5-star-split-ac-ftkf35uv16u-and-rkf35uv16u-copper-condenser,Daikin AC - 1.0 Ton - Inverter - 5 Star - Split AC - FTKF35UV16U and RKF35UV16U - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Air Conditioner,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111107,0,,0,deny,manual,46435,67200,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin_1.0_Ton_5_Star_Inverter_Split_AC_FTKF35UV16U_RKF35UV16U_Copper_Condenser_-Full_View.png?v=1734029404,1,Daikin_1.0_Ton_5_Star_Inverter_Split_AC_FTKF35UV16U_RKF35UV16U_Copper_Condenser_-Full_View,FALSE,,,,,,,,,,,,,,,Daikin,,,,,,," Model: FTKF35U
 Indoor Unit Model Name: FTKF35UV16U
 Outdoor Unit Model Name: RKF35UV16U
 Technology: Inverter
 Star Rating: 5 Star
 Capacity: ‎1.0 Ton
 Rated Annual Power Consumption: 411.89
 Capacity kW: 3.35 kWh 
 Panel Colour: ‎White
 Rated Annual Power Consumption: 418.52 kWh
 Refrigerant: R-32
 ODU Dimension (HxWxD): 595x845x300mm
 IDU Dimension (HxWxD): 298x885x229 mm
 Airflow Rate - Cooling: 14.5 m³/min (cmm)
 Operations Sound H/MH/M/ML/L/SL - Cooling: 44/41/39/36/33/30 db.
 Airflow Rate - Cooling: 512 Feet³/min (cfm)
 ODU Net Weight (Gross Weight): 31.5(38.5)Kg
 IDU Net Weight (Gross Weight): 10.5(13.5)Kg
 Compressor Type: Swing Compressor
 Breaker Size (MCB): 15A
 Piping Length-Max.Length: 20m
 Piping Length-Max. Height: 15m
 Operating Ambient Temperature Range- Cooling (Min~Max): 20~56° C DB
",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.mydaikinstore.com/en/splitac/Highest-ISEER-series/1.0-Ton-5-Star-Inverter-Split-AC-Copper-FTKF35U/FTKF35UV16U,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
daikin-ac-1-8-ton-inverter-split-ac-jtkj60uv16v-and-rkj60uv16v-copper-condenser,Daikin AC 1.8 Ton - Inverter - Split AC - JTKJ60UV16V and RKJ60UV16V - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Air Conditioner,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111103,0,,0,deny,manual,68967,92200,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin-1.8Ton-5Star-Inverter-SplitAC-_JTKJ60UV16V_RKJ60UV16V_CopperCondenser_-FrontView.png?v=1734107510,1,Daikin-1.8Ton-5Star-Inverter-SplitAC-_JTKJ60UV16V_RKJ60UV16V_CopperCondenser_-FrontView,FALSE,Daikin 1.8 Ton 5 Star Patented Streamer Discharge Inverter Split AC Copper - JTKJ60UV16 - Better Home,,,,,,,,,,,,,,Daikin,,,,,,," Model: JTKJ60UV
 Indoor Unit Model Name: JTKJ60UV16U
 Outdoor Unit Model Name: RKJ60UV16U
 Technology: Inverter
 Star Rating: 5 Star
 Capacity: ‎1.8 Ton
 Rated Annual Power Consumption: 923.07kWh
 Capacity KW: 6.2
 Panel Colour: ‎White
 Power Supply: 1φ 
 Rated Power Consumption Full/Half (min.~max.): 1575/535 (200~1950)W
 Indoor Unit Dimensions(HxWxD): 375x980x325mm
 Outdoor Unit Dimensions(HxWxD): 695x930x350mm
 Indoor Unit Weight: 11.5(14.5)kg
 Outdoor Unit Weight: 48.5(56.5)kg
 Operating Ambient Temperature Range: 20~54 °C DB
 Piping Length: 25
 Compressor Type: Swing Compressor
 Breaker Size: 20 A
 Compressor: Inverter Compressor
 Refrigerant: R - 32
 Condenser Coil: Copper
 Remote Control: Yes
 Sound Level: 48/46/43/41/38/32 dBA
 Airflow Rate Cooling: 16.8 m³/min (cmm)
 Voltage Range: 130~285 V
 Operating Current: 7.2 A



",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.mydaikinstore.com/en/splitac/Steamer-Discharge-series/1.8-Ton-5-Star-Inverter-Split-AC-Copper-JTKJ60U/JTKJ60UV16U,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
daikin-ac-1-5-ton-inverter-5-star-split-ac-jtkj50uv16v-and-rkj50uv16v-copper-condenser,Daikin AC - 1.5 Ton - Inverter - 5 Star - Split AC - JTKJ50UV16V and RKJ50UV16V - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Air Conditioner,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111102,0,,0,deny,manual,53023,73800,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin-1.5-Ton-5Star-Inverter-SplitAC-_JTKJ50UV16V_RKJ50UV16V_CopperCondenser_-FrontView.png?v=1733836405,1,Daikin-1.5-Ton-5Star-Inverter-SplitAC-_JTKJ50UV16V_RKJ50UV16V_CopperCondenser_-FrontView,FALSE,,,,,,,,,,,,,,,Daikin,,,,,,," Model: JTKJ50UV16
 Indoor Unit Model Name: JTKJ50UV16U
 Outdoor Unit Model Name: RKJ50UV16U
 Technology: Inverter
 Star Rating: 5 Star
 Capacity: ‎1.5 Ton
 Rated Annual Power Consumption: 785.67 kWh
 Capacity KW: 5.28
 Panel Colour: ‎White
 Refrigerant: R-32
 ODU Dimension (HxWxD): 595x845x300 mm
 IDU Dimension (HxWxD): 298x885x229mm
 Airflow Rate - Cooling: 16.8 m³/min (cmm)
 Operations Sound H/MH/M/ML/L/SL - Cooling: 48/46/43/41/38/32 db.
 Airflow Rate - Cooling: 16.8 m³/min (cmm)
 ODU Net Weight (Gross Weight): 33(40)kg
  IDU Net Weight (Gross Weight): 11.5(14.5)kg
 Compressor Type: Swing Compressor
 Breaker Size (MCB): 20A
 Piping Length-Max.Length: 20m
 Piping Length-Max. Height: 16m
 Operating Ambient Temperature Range- Cooling (Min~Max): 20~54° C DB",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.daikinindia.com/products-services/split-ac-residential/jtkj/5.0/jtkj-1,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
daikin-ac-1-0-ton-inverter-5-star-spilt-ac-jtkj35uv16w-and-rkj35uv16w-copper-condenser,Daikin AC 1.0 Ton - Inverter 5 - Star - Spilt AC - JTKJ35UV16W and RKJ35UV16W - Copper Condenser,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Air Conditioners,Air Conditioner,"Air Conditioner, Daikin, Home Appliances, Split AC",TRUE,Title,Default Title,,,,,,,,HAAC111101,0,,0,deny,manual,43545,60900,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Daikin-1.0-Ton-5Star-Inverter-SpiltAC-_JTKJ35UV16W_RKJ35UV16W_CopperCondenser_-FullView.png?v=1733819531,1,Daikin-1.0-Ton-5Star-Inverter-SpiltAC-_JTKJ35UV16W_RKJ35UV16W_CopperCondenser_-FullView,FALSE,,"Switch to health-giving air conditioning with Daikin's JTKJ35 5 Star Inverter Split AC - Streamer Discharge Series.

Its patented streamer discharge technology ensures that you and your loved ones enjoy a high-class air conditioning experience that would be second to none.

Buy original Daikin 1.0 Ton 5 Star Inverter Split AC Daikin 1.0 Ton 5 Star Inverter Spilt AC (JTKJ35UV16W + RKJ35UV16W, Copper Condenser) at wholesale prices from Better Home.

Hepta Sense : Daikin Swing Inverter ACs has 7 Sensors located on IDU and ODU. Each of these sensors has role to play in the working of Air conditioner that improves overall performance, provide comfort to users and help to increase durability and life of the AC.

Dew Clean Technology: Dew Clean Technology is a one button operation, that, when activated, automatically cleans the evaporator coil of the indoor unit heat exchanger by utilizing condensate water.",,,,,,,,,,,,,Daikin,,,,,,," Model: JTKJ35U
 Indoor Unit (IDU): JTKJ35UV16W
 Outdoor Unit (ODU): RKJ35UV16W
 Technology: Inverter
 Star Rating: 5 Star
 Capacity: ‎1 Ton
 Rated Annual Power Consumption: 523.54 kWh
 Capacity KW: 3.52
 Panel Colour: ‎White
 Refrigerant: R-32
 ODU Dimension (HxWxD): 550x675x284 mm
 IDU Dimension (HxWxD): 298x885x229 mm
 Airflow Rate - Cooling: 11.9 m³/min (cmm)
 Operations Sound H/MH/M/ML/L/SL - Cooling: 40/38/36/33/30/27 db
 Airflow Rate - Cooling: 420 Feet³/min (cfm)
 ODU Net Weight (Gross Weight): 24(30)kg
 Compressor Type: Swing Compressor
 Breaker Size (MCB): 15A
 Piping Length-Max.Length: 15m
 Piping Length-Max. Height: 12m
 Operating Ambient Temperature Range- Cooling (Min~Max): 20~54° C DB
",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.mydaikinstore.com/en/splitac/Steamer-Discharge-series/1.0-Ton-5-Star-Inverter-Split-AC-Copper-JTKJ35U/JTKJ35UV16W,"Manufacturer warranty for 1 year on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor."
supreme-four-layer-overhead-water-tank-2000-l-better-home,Supreme Four Layer Overhead Water Tank 2000 L,Better Home,Uncategorized,Water Tanks,Bathroom and Kitchen fixtures,TRUE,Volume,2000 L,,Color,White,,,,,HAWA0198-24741793,0,,-4,deny,manual,17000,20000,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/d33564e2-0f3a-454e-8c17-a7be6323d9ae_Three-Layer-Overhead-Water-Tank-White-1.png?v=1700884906,1,,FALSE,,"Supreme Water Tank 2000 L is a popular choice for water storage in homes and businesses. It is made from high-quality, food-grade plastic that is UV-resistant and durable. Supreme Water Tank 2000 L is also available in a variety of colors to match your décor.",,,,,,,,,,,,,Supreme,,0,,0,,2," Manufactured from 100% virgin raw material – promises superior quality and long lasting performance.
 Strong & Durable
 Thermally insulated using foam (four layered variety) – keeps the inside water cool in summer. and reasonably warm in winter time.
 UV Stabilised
 Most Suitable For Drinking Water due to use of food grade plastic
 Easy Installation
 Strong covers available in different varieties with simple locking provision
 Full Capacity Guaranteed

Here are some of the benefits of using a Supreme Water Tank 2000 L:
 Safe and healthy water storage
 Convenient and easy to use
 Durable and long-lasting
 Cost-effective",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.supreme.co.in/plastic-piping-system/product-category/plumbing-water-distribution-building-installation/siltank-overhead-water-tanks-and-loft-tanks/,
hettich-cargo-dish-drainer-set-for-cabinet-width-900mm,Hettich Cargo Dish Drainer Set- For Cabinet Width 900mm,Better Home,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Dish Racks & Drain Boards > Dish Racks,Kitchen Accessories,"Hettich, Kitchen Accessories",TRUE,Title,Default Title,,,,,,,,HAKA1011,0,,0,deny,manual,4890,7275,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_Cargo_Dish_Drainer_Set.jpg?v=1726592542,1,Hettich Cargo Dish Drainer Set,FALSE,Hettich Cargo Dish Drainer Set- For Cabinet Width 900mm - Better Home,Buy original Hettich dish drainers with bill and warranty at wholesale prices in Better Home. Combines convenience with unmatched stability & strength Available for two different cabinets width 600 mm and 900 mm Two layers of dish drainer & cutler drainer Sturdy stainless steel wire basket structure,,,,,,,,,,,,,Hettich,,,,,,," Unique PVC collecting tray
 900 mm can take  9 thali / 15 plates (of 280 mm)
 Can be mounted very easily
 Finish: Chrome Plated
 Made of stainless steel wire
 Net Content: Dish Drainer 1N, Cutlery Drainer 1N, Collecting Tray 1N, Side Holder 4N, Screw 8N.
 Dimension in CM (WxDxH): 89x26x31",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/dish-drainer-set-900-mm-s.html,10 Years Manufacturer Rusting Warranty
supreme-four-layer-overhead-water-tank-500-litres,Supreme Four Layer Overhead Water Tank 500L,Better Home,Uncategorized,Water Tanks,,TRUE,Color,White,,,,,,,,HAWA0186-24741774,0,shopify,0,deny,manual,4500,8250,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/86e20815-c76d-46c0-927b-0e78756ab08a_Four-Layer-Overhead-Water-Tank-White_20_1.png?v=1700207771,1,,FALSE,Supreme Four Layer Overhead Water Tank 500 Litres - Better Home,"Supreme 500 ltr water tanks are a great option for water storage in homes and businesses. They are safe, durable, and easy to use, and they offer a variety of benefits over other water storage options.",,,,,,,,,,,,,Supreme,,400,,0,,2," Manufactured from 100% virgin raw material – promises superior quality and long lasting performance.
 Strong & Durable
 Thermally insulated using foam (four layered variety) – keeps the inside water cool in summer. and reasonably warm in winter time.
 UV Stabilised
 Most Suitable For Drinking Water due to use of food grade plastic
 Easy Installation
 Strong covers available in different varieties with simple locking provision
 Full Capacity Guaranteed

Here are some of the benefits of using a Supreme 750 ltr water tank:
 Safe and healthy water storage
 Convenient and easy to use
 Durable and long-lasting
 Cost-effective",,6,,6,Immediately return goods on delivery in case of any damages found.,,https://www.supreme.co.in/plastic-piping-system/product-category/plumbing-water-distribution-building-installation/siltank-overhead-water-tanks-and-loft-tanks/,
hettich-handle-eslinga-g-profile-with-end-cap-with-black-finish-35-mm-height-1-with-20-years-warranty,Hettich Handle Eslinga (G Profile) with End Cap in Black Finish - 35 mm Height (1) - With 20 Years Warranty,Better Home,Hardware > Hardware Accessories > Hinges,Kitchen Accessories,"Hettich, Hinges, Kitchen Accessories",TRUE,Title,Default Title,,,,,,,,HAKA1007,0,,0,deny,manual,3022,4340,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_Handle_Eslinga_G_Profile_with_End_Cap.jpg?v=1727249749,1,Hettich Handle Eslinga (G Profile) with End Cap,FALSE,Hettich Handle Eslinga (G Profile) With End Cap With Black Finish - 35 mm - Better Home,"Buy original Hettich end caps with bill and warranty at wholesale prices in Better Home. Hettich Handle Eslinga (G Profile) is a premium handle profile available in sleek Silver and Black finishes, this handle profile seamlessly integrates with various design aesthetics. Order end caps separately
",,,,,,,,,,,,,Hettich,,,,,,," Finish Type: Black
 Material: Aluminium
 Package Content: 1 Pc
 Profile type: G Profile
 Unit: Pc
 Length of Profile: 3000 mm
 Country of Origin: India
",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/hettich-handle-eslinga-g-profile-with-end-cap-with-black-finish-35-mm-height-1-s.html,20 Years Manufacturer Functional Warranty
hettich-arcitech-anthracite-500-mm-pot-and-pan-with-railing-height-186-mm-40-kg-with-20-years-warranty,"Hettich ArciTech Anthracite Drawer 500 mm Pot & Pan with Railing, Height 186 mm, 40 kg With 20 Years Warranty",Better Home,Hardware > Hardware Accessories > Hinges,Kitchen Accessories,"Cabinet & Storage, Hettich, Kitchen Accessories, Kitchen Cabinet",TRUE,Title,Default Title,,,,,,,,HAKA1006,0,,0,deny,manual,5607,7920,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_ArciTech_Anthracite_Drawer_500_mm_3.jpg?v=1727250311,1,Hettich ArciTech Anthracite Drawer 500 mm,FALSE,"Hettich ArciTech Anthracite 500 mm Pot & Pan with Railing, Height 186 mm, 40 kg - Better Home","Buy original Hettich drawers with bill and warranty at wholesale prices in Better Home. ArciTech Pot & Pan Drawer System is an extensive array of colour options, and flexible side components. 00 mm pot & pan with railing, Height 186 mm, 40 kg weight carrying capacity.",,,,,,,,,,,,,Hettich,,,,,,," Drawer Height: 186 mm
 Drawer Length: 500 mm
 Extension: Full Extension
 Finish Type: Anthracite
 Installation Width: 13 mm
 Material: Powder coated steel
 Minimum Cabinet Internal Depth: 503 mm
 No of Cycle Tested: 80000
 Weight Capacity: 40 Kg
 Closing Functionality: Soft Closing
 Unit: Set
 Country of Origin: Germany
",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/hettich-arcitech-anthracite-500-mm-pot-pan-with-railing-height-186-mm-40-kg-s.html,20 Years Manufacturer Functional Warranty
hettich-arcitech-anthracite-500-mm-height-94-mm-40-kg-with-20-years-warranty,Hettich ArciTech Anthracite Drawer 500 mm - Height 94 mm - 40 kg - With 20 Years Warranty,Better Home,Hardware > Hardware Accessories > Hinges,Kitchen Accessories,"Cabinet & Storage, Hettich, Kitchen Accessories, Kitchen Cabinet",TRUE,Title,Default Title,,,,,,,,HAKA1005,0,,0,deny,manual,4701,6640,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_ArciTech_Anthracite_Drawer_500_mm.jpg?v=1727249836,1,Hettich ArciTech Anthracite Drawer 500 mm,FALSE,Hettich ArciTech Anthracite 500 mm - Height 94 mm - 40 kg - With 20 Years Warranty - Better Home,"Buy original Hettich drawers with bill and warranty at wholesale prices in Better Home. ArciTech: Elevate the design of your drawers with enhanced profile and versatility. With ArciTech, embrace endless possibilities for stunning and unique drawer designs. 500 mm, Height 94 mm, 40 kg weight carrying capacity. ",,,,,,,,,,,,,Hettich,,,,,,," Drawer Height: 94 mm
 Drawer Length: 500 mm
 Extension: Full Extension
 Finish Type: Anthracite
 Installation Width: 13 mm
 Material: Powder coated steel
 Minimum Cabinet Internal Depth: 503 mm
 No of Cycle Tested: 80000
 Weight Capacity: 40 Kg
 Closing Functionality: Soft Closing
 Unit: Set
 Country of Origin: Germany
",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/hettich-arcitech-anthracite-500-mm-height-94-mm-40-kg-s.html,20 Years Manufacturer Functional Warranty
hettich-intermat-9930-bifold-hinge-with-mounting-plate-in-sensys-design-with-20-year-warranty,Hettich Intermat 9930 Bifold Hinge With Mounting Plate In Sensys Design With 20 Years Warranty,Better Home,Hardware > Hardware Accessories > Hinges,Kitchen Accessories,"Cabinet Fittings, Cabinet Hinges, Door Hinges, Hettich, Hinges",TRUE,Title,Default Title,,,,,,,,HAKA1004,0,,0,deny,manual,764,966,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_Intermat_9930_Bifold_Hinge_Front_View.jpg?v=1727241805,1,Hettich Intermat 9930 Bifold Hinge,FALSE,Hettich Intermat 9930 Bifold Hinge with mounting plate in Sensys Design - Better Home,"Buy original Hettich hinges with bill and warranty at wholesale prices in Better Home. Intermat 9930 Bifold Hinge is the perfect solution for corner cabinet folding doors, offering functionality and reliability. These non-silent concealed bi-fold hinges feature an auto-closing mechanism.",,,,,,,,,,,,,Hettich,,,,,,," Cup depth: 11.1 mm
 Cup diameter: 35 mm
 Door application: Overlay
 Finish type: Nickel Plated
 For door thickness: 16 - 21 mm
 Opening angle: 50° / 65°
 Material: Steel Nickel plated
 Mounting options: Clip On
 Overlay adjustment: + 0.5 mm / - 3 mm
 Package content: 1 Pair Contains = 2 Hinges & 2 Mounting Plates
 Size: Full Overlay / 0 crank
 Closing Functionality: Normal Closing
 Unit: Pair
 Country of Origin: Czech Republic
",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/hettich-intermat-9930-hinge-th52-16-21-mm-thick-doors-s.html,20 Years Manufacturer Functional Warranty
